,Title,Year,Category,Language,Country,Content Rating,Duration,Aspect Ratio,Budget,Gross Earnings,Director,Actor 1,Actor 2,Actor 3,Facebook Likes - Director,Facebook Likes - Actor 1,Facebook Likes - Actor 2,Facebook Likes - Actor 3,Facebook Likes - cast Total,Facebook likes - Movie,Facenumber in posters,User Votes,Reviews by Users,Reviews by Crtiics,IMDB Score
1706,Adaptation. ,2002.0,Comedy|Drama,English,USA,R,81.0,1.85,19000000.0,22245861.0,Spike Jonze,Nicolas Cage,Meryl Streep,Roger Willie,0.0,12000.0,11000.0,836.0,25489,0,0.0,143251,710.0,241.0,7.7
1707,All About the Benjamins ,2002.0,Action|Comedy|Crime|Thriller,English,USA,R,95.0,2.35,14000000.0,25482931.0,Kevin Bray,Mike Epps,Roger Guenveur Smith,Gino Salvano,10.0,706.0,266.0,111.0,1421,530,2.0,9693,33.0,40.0,5.7
1708,All or Nothing ,2002.0,Drama,English,UK,R,121.0,1.85,9000000.0,112935.0,Mike Leigh,Lesley Manville,Ruth Sheen,Gary McDonald,608.0,149.0,44.0,25.0,251,484,0.0,8161,94.0,81.0,7.6
1709,Amen. ,2002.0,Biography|Crime|Drama|War,English,France,Unrated,132.0,1.85,103000000.0,274299.0,Costa-Gavras,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,333.0,380.0,326.0,284.0,1429,0,2.0,11077,55.0,69.0,7.3
1710,Analyze That ,2002.0,Comedy|Crime,English,USA,R,96.0,1.85,60000000.0,32122249.0,Harold Ramis,Robert De Niro,Cathy Moriarty,Joe Viterelli,11000.0,22000.0,394.0,236.0,22889,846,1.0,69319,138.0,105.0,5.9
1711,Antwone Fisher ,2002.0,Biography|Drama,English,USA,PG-13,117.0,2.35,12500000.0,21078145.0,Denzel Washington,Denzel Washington,Kevin Connolly,Derek Luke,18000.0,18000.0,638.0,543.0,20456,0,0.0,26493,159.0,121.0,7.3
1712,Ararat ,2002.0,Drama|War,English,Canada,R,115.0,1.66,,1554566.0,Atom Egoyan,David Alpay,Marie-Josée Croze,Charles Aznavour,460.0,232.0,150.0,125.0,699,824,1.0,8624,180.0,78.0,6.6
1713,Austin Powers in Goldmember ,2002.0,Action|Comedy|Crime,English,USA,PG-13,94.0,2.35,63000000.0,213079163.0,Jay Roach,Verne Troyer,Josh Zuckerman,Robert Wagner,116.0,645.0,522.0,481.0,2725,0,2.0,162909,795.0,194.0,6.2
1714,Auto Focus ,2002.0,Biography|Crime|Drama,English,USA,R,105.0,1.85,7000000.0,2062066.0,Paul Schrader,Ed Begley Jr.,Michael McKean,Kurt Fuller,261.0,783.0,658.0,617.0,2684,357,3.0,11387,147.0,97.0,6.6
1715,Bad Company ,2002.0,Action|Adventure|Comedy|Thriller,English,USA,PG-13,116.0,2.35,70000000.0,30157016.0,Joel Schumacher,Anthony Hopkins,Brooke Smith,Garcelle Beauvais,541.0,12000.0,405.0,384.0,12993,792,2.0,39659,189.0,128.0,5.6
1716,Ballistic: Ecks vs. Sever ,2002.0,Action|Crime|Sci-Fi|Thriller,English,USA,R,91.0,2.35,70000000.0,14294842.0,Wych Kaosayananda,Talisa Soto,Sandrine Holt,Gregg Henry,8.0,349.0,324.0,298.0,1846,391,1.0,16761,277.0,92.0,3.6
1717,Barbershop ,2002.0,Comedy|Drama,English,USA,PG-13,102.0,1.85,12000000.0,75074950.0,Tim Story,Sean Patrick Thomas,Jason George,Cedric the Entertainer,167.0,656.0,528.0,436.0,2754,770,0.0,22147,156.0,91.0,6.3
1718,Bend It Like Beckham ,2002.0,Comedy|Drama|Romance|Sport,English,UK,PG-13,112.0,1.85,3500159.0,32541719.0,Gurinder Chadha,Archie Panjabi,Parminder Nagra,Anupam Kher,98.0,883.0,528.0,397.0,2201,0,0.0,89806,438.0,161.0,6.7
1719,Better Luck Tomorrow ,2002.0,Crime|Drama|Romance,English,USA,R,98.0,1.85,250000.0,3799339.0,Justin Lin,Parry Shen,Jason Tobin,Collin Kahey,681.0,94.0,26.0,13.0,139,661,1.0,8000,138.0,51.0,7.2
1720,Big Fat Liar ,2002.0,Adventure|Comedy|Family,English,USA,PG,88.0,1.85,15000000.0,47811275.0,Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,189.0,934.0,927.0,799.0,3707,896,1.0,29008,99.0,69.0,5.4
1721,Big Fat Liar ,2002.0,Adventure|Comedy|Family,English,USA,PG,88.0,1.85,15000000.0,47811275.0,Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,189.0,934.0,927.0,799.0,3707,896,1.0,29008,99.0,69.0,5.4
1722,Big Trouble ,2002.0,Comedy|Crime|Thriller,English,USA,PG-13,74.0,1.85,40000000.0,7262288.0,Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Omar Epps,188.0,11000.0,1000.0,865.0,13917,892,2.0,17307,186.0,87.0,6.5
1723,Blade II ,2002.0,Action|Horror|Sci-Fi|Thriller,English,USA,R,117.0,1.85,54000000.0,81645152.0,Guillermo del Toro,Norman Reedus,Thomas Kretschmann,Tony Curran,0.0,12000.0,919.0,845.0,15371,0,1.0,158267,559.0,224.0,6.7
1724,Blood Work ,2002.0,Action|Crime|Drama|Mystery|Thriller,English,USA,R,110.0,2.35,50000000.0,26199517.0,Clint Eastwood,Clint Eastwood,Anjelica Huston,Rick Hoffman,16000.0,16000.0,1000.0,581.0,18635,705,1.0,34356,260.0,146.0,6.4
1725,Bloody Sunday ,2002.0,Drama|History|War,English,UK,R,107.0,1.85,2000000.0,768045.0,Paul Greengrass,James Nesbitt,Nicholas Farrell,Tim Pigott-Smith,521.0,773.0,89.0,80.0,976,0,0.0,19732,120.0,92.0,7.7
1726,Blue Car ,2002.0,Drama,English,USA,R,88.0,1.85,1000000.0,464126.0,Karen Moncrieff,Frances Fisher,Agnes Bruckner,A.J. Buckley,22.0,638.0,400.0,275.0,1641,115,0.0,3142,68.0,44.0,6.7
1727,Blue Crush ,2002.0,Drama|Romance|Sport,English,USA,PG-13,104.0,1.85,30000000.0,40118420.0,John Stockwell,Faizon Love,Mika Boorem,Sanoe Lake,134.0,585.0,495.0,64.0,1165,0,3.0,26066,216.0,69.0,5.6
1728,Boat Trip ,2002.0,Comedy,English,USA,R,97.0,1.85,20000000.0,8586376.0,Mort Nathan,Vivica A. Fox,Lin Shaye,Bob Gunton,2.0,890.0,852.0,461.0,3161,1000,4.0,26598,132.0,63.0,4.9
1729,Bowling for Columbine ,2002.0,Crime|Documentary|Drama,English,Germany,R,120.0,1.85,4000000.0,21244913.0,Michael Moore,Michael Moore,Dick Clark,Bill Clinton,909.0,909.0,504.0,184.0,1779,4000,2.0,123090,888.0,215.0,8.0
1730,Brown Sugar ,2002.0,Comedy|Drama|Music|Romance,English,USA,PG-13,109.0,1.85,8000000.0,27362712.0,Rick Famuyiwa,Boris Kodjoe,Sanaa Lathan,Wendell Pierce,44.0,1000.0,886.0,458.0,3199,0,1.0,5971,60.0,37.0,6.5
1731,Bubba Ho-Tep ,2002.0,Comedy|Fantasy|Mystery,English,USA,R,92.0,1.85,1000000.0,,Don Coscarelli,Daniel Roebuck,Ossie Davis,Ella Joyce,152.0,1000.0,282.0,124.0,1587,0,2.0,38893,366.0,260.0,7.2
1732,Catch Me If You Can ,2002.0,Biography|Crime|Drama,English,USA,PG-13,141.0,1.85,52000000.0,164435221.0,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,14000.0,29000.0,15000.0,3000.0,48153,15000,0.0,525801,667.0,194.0,8.0
1733,Changing Lanes ,2002.0,Drama|Thriller,English,USA,R,91.0,2.35,45000000.0,66790248.0,Roger Michell,Sydney Pollack,Matt Malloy,Bruce Altman,50.0,521.0,108.0,67.0,758,0,0.0,57281,350.0,167.0,6.5
1734,Chicago ,2002.0,Comedy|Crime|Musical,English,USA,PG-13,113.0,1.85,45000000.0,170684505.0,Rob Marshall,Colm Feore,Chita Rivera,Jayne Eastwood,252.0,539.0,151.0,90.0,813,0,0.0,172080,1017.0,223.0,7.2
1735,City by the Sea ,2002.0,Crime|Drama|Mystery|Thriller,English,USA,R,108.0,2.35,60000000.0,22433915.0,Michael Caton-Jones,Robert De Niro,James Franco,John Doman,105.0,22000.0,11000.0,616.0,34377,416,1.0,21319,166.0,104.0,6.2
1736,City of Ghosts ,2002.0,Crime|Drama|Thriller,English,USA,R,116.0,1.85,17500000.0,325491.0,Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,0.0,109.0,67.0,50.0,245,204,0.0,4387,67.0,38.0,6.0
1737,City of God ,2002.0,Crime|Drama,Portuguese,Brazil,R,135.0,1.85,3300000.0,7563397.0,Fernando Meirelles,Alice Braga,Seu Jorge,Alexandre Rodrigues,353.0,1000.0,69.0,40.0,1211,28000,0.0,533200,749.0,214.0,8.7
1738,Civil Brand ,2002.0,Crime|Drama|Thriller,English,USA,R,91.0,1.85,500000.0,243347.0,Neema Barnette,Monica Calhoun,LisaRaye McCoy,Clifton Powell,21.0,597.0,485.0,469.0,2555,86,3.0,553,24.0,11.0,5.3
1739,Clockstoppers ,2002.0,Action|Adventure|Comedy|Sci-Fi|Thriller,English,USA,PG,94.0,1.85,26000000.0,36985501.0,Jonathan Frakes,Michael Biehn,Paula Garcés,Jason George,906.0,2000.0,587.0,528.0,3917,874,0.0,11212,94.0,69.0,5.2
1740,Collateral Damage ,2002.0,Action|Drama|Thriller,English,USA,R,108.0,1.85,85000000.0,40048332.0,Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia,99.0,672.0,174.0,172.0,1460,941,1.0,61417,339.0,135.0,5.5
1741,Confessions of a Dangerous Mind ,2002.0,Biography|Comedy|Crime|Drama|Romance|Thriller,English,USA,R,113.0,2.35,29000000.0,,George Clooney,Dick Clark,David Julian Hirsh,Jennifer Hall,0.0,504.0,147.0,89.0,810,3000,0.0,71596,276.0,181.0,7.1
1742,Crop Circles: Quest for Truth ,2002.0,Documentary,English,USA,,115.0,,750000.0,,William Gazecki,Karen Alexander,Colin Andrews,Francine Blake,3.0,0.0,0.0,0.0,0,32,0.0,204,13.0,15.0,7.0
1743,Crossroads ,2002.0,Comedy|Drama,English,USA,PG-13,93.0,1.85,12000000.0,37188667.0,Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen,33.0,1000.0,188.0,135.0,1531,0,1.0,34219,578.0,111.0,3.3
1744,Crossroads ,2002.0,Comedy|Drama,English,USA,PG-13,93.0,1.85,12000000.0,37188667.0,Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen,33.0,1000.0,188.0,135.0,1531,0,1.0,34219,578.0,111.0,3.3
1745,Cypher ,2002.0,Mystery|Romance|Sci-Fi|Thriller,English,USA,R,95.0,1.85,7500000.0,,Vincenzo Natali,David Hewlett,Jeremy Northam,Kari Matchett,165.0,686.0,327.0,280.0,1501,0,2.0,27052,124.0,82.0,6.8
1746,Dark Blue ,2002.0,Crime|Drama|Romance|Thriller,English,USA,R,118.0,2.35,15000000.0,9059588.0,Ron Shelton,Khandi Alexander,Dash Mihok,Michael Michele,41.0,556.0,463.0,274.0,1873,455,1.0,17261,125.0,71.0,6.6
1747,Darkness ,2002.0,Horror,English,USA,PG-13,103.0,2.35,10600000.0,22160085.0,Jaume Balagueró,Lena Olin,Giancarlo Giannini,Francesc Pagès,57.0,541.0,451.0,132.0,1228,1000,0.0,16747,349.0,108.0,5.4
1748,Death to Smoochy ,2002.0,Comedy|Crime|Drama|Thriller,English,UK,R,109.0,1.85,55000000.0,8355815.0,Danny DeVito,Robin Williams,Vincent Schiavelli,Danny Woodburn,0.0,49000.0,811.0,809.0,52885,0,2.0,34730,341.0,105.0,6.4
1749,Deuces Wild ,2002.0,Action|Crime|Drama,English,USA,R,96.0,2.35,10000000.0,6044618.0,Scott Kalvert,Norman Reedus,James Franco,Frankie Muniz,9.0,12000.0,11000.0,934.0,26961,398,1.0,6200,92.0,38.0,5.6
1750,Die Another Day ,2002.0,Action|Adventure|Thriller,English,UK,PG-13,133.0,2.35,142000000.0,160201106.0,Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,93.0,769.0,766.0,746.0,2538,0,0.0,169914,1185.0,264.0,6.1
1751,Dirty Pretty Things ,2002.0,Crime|Drama|Thriller,English,UK,R,97.0,1.85,10000000.0,8111360.0,Stephen Frears,Sophie Okonedo,Benedict Wong,Sergi López,350.0,460.0,372.0,250.0,1334,0,1.0,34848,203.0,137.0,7.4
1752,Divine Secrets of the Ya-Ya Sisterhood ,2002.0,Drama,English,USA,PG-13,116.0,2.35,27000000.0,69586544.0,Callie Khouri,Ellen Burstyn,Fionnula Flanagan,Matthew Settle,144.0,1000.0,482.0,477.0,3845,0,4.0,15352,199.0,93.0,6.0
1753,Dracula: Pages from a Virgin's Diary ,2002.0,Comedy|Horror|Musical,English,Canada,,73.0,1.85,1600000.0,39659.0,Guy Maddin,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale,126.0,14.0,4.0,3.0,21,131,1.0,1555,32.0,58.0,7.0
1754,Dragonfly ,2002.0,Drama|Fantasy|Mystery|Romance|Thriller,English,USA,PG-13,104.0,2.35,60000000.0,30063805.0,Tom Shadyac,Joe Morton,Susanna Thompson,Matt Craven,293.0,780.0,265.0,256.0,2109,0,0.0,31788,243.0,117.0,6.1
1755,Drumline ,2002.0,Comedy|Drama|Music|Romance,English,USA,PG-13,118.0,2.35,20000000.0,56398162.0,Charles Stone III,Leonard Roberts,Nick Cannon,Jason Weaver,30.0,962.0,593.0,284.0,2390,2000,0.0,28649,185.0,64.0,5.7
1756,Eight Legged Freaks ,2002.0,Action|Comedy|Horror,English,USA,PG-13,99.0,2.35,30000000.0,17266505.0,Ellory Elkayem,Scarlett Johansson,Doug E. Doug,Riley Smith,11.0,19000.0,953.0,762.0,22554,0,1.0,43764,291.0,181.0,5.4
1757,El crimen del padre Amaro ,2002.0,Drama|Romance,Spanish,Mexico,R,118.0,1.85,1800000.0,5709616.0,Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,12.0,201.0,163.0,67.0,546,544,0.0,11088,110.0,85.0,6.8
1758,Enough ,2002.0,Crime|Drama|Thriller,English,USA,PG-13,115.0,2.35,38000000.0,39177215.0,Michael Apted,Bill Cobbs,Jeff Kober,Billy Campbell,150.0,970.0,919.0,789.0,3770,0,1.0,30667,234.0,98.0,5.6
1759,Equilibrium ,2002.0,Action|Drama|Sci-Fi|Thriller,English,USA,R,107.0,2.35,20000000.0,1190018.0,Kurt Wimmer,Christian Bale,Emily Watson,Sean Pertwee,110.0,23000.0,876.0,722.0,25088,20000,2.0,261317,1137.0,146.0,7.5
1760,Extreme Ops ,2002.0,Action|Adventure|Thriller,English,UK,PG-13,93.0,2.35,40000000.0,4835968.0,Christian Duguay,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,18.0,3000.0,545.0,443.0,4123,158,0.0,4821,82.0,53.0,4.5
1761,Eye See You ,2002.0,Crime|Horror|Mystery|Thriller,English,USA,R,96.0,2.35,55000000.0,,Jim Gillespie,Sylvester Stallone,Tom Berenger,Charles S. Dutton,13.0,13000.0,854.0,534.0,15803,448,1.0,19706,142.0,66.0,5.3
1762,Fabled ,2002.0,Drama|Horror|Mystery|Thriller,English,USA,R,84.0,1.78,,25918.0,Ari Kirschenbaum,R. Brandon Johnson,Adam LeFevre,Desmond Askew,0.0,169.0,80.0,36.0,312,7,0.0,191,10.0,8.0,5.8
1763,Far from Heaven ,2002.0,Drama|Romance,English,USA,PG-13,107.0,1.85,13500000.0,15854988.0,Todd Haynes,Dennis Quaid,Celia Weston,Michael Gaston,162.0,2000.0,258.0,135.0,2447,0,2.0,36542,378.0,181.0,7.4
1764,Feardotcom ,2002.0,Crime|Horror|Thriller,English,UK,R,101.0,2.35,42000000.0,13208023.0,William Malone,Natascha McElhone,Jeffrey Combs,Udo Kier,37.0,2000.0,886.0,595.0,4262,612,1.0,17309,388.0,104.0,3.3
1765,Femme Fatale ,2002.0,Crime|Drama|Mystery|Thriller,English,France,R,114.0,1.85,35000000.0,6592103.0,Brian De Palma,Peter Coyote,Gregg Henry,Rie Rasmussen,0.0,548.0,298.0,115.0,1005,675,1.0,28584,232.0,149.0,6.3
1766,Frida ,2002.0,Biography|Drama|Romance,English,USA,R,123.0,1.85,12000000.0,25776062.0,Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino,278.0,4000.0,1000.0,898.0,7072,0,0.0,61651,271.0,128.0,7.4
1767,Friday After Next ,2002.0,Comedy|Drama,English,USA,R,85.0,1.85,20000000.0,32983713.0,Marcus Raboy,John Witherspoon,Mike Epps,Katt Williams,7.0,723.0,706.0,615.0,3712,981,0.0,19284,66.0,26.0,5.8
1768,Full Frontal ,2002.0,Comedy|Romance,English,USA,R,101.0,1.85,2000000.0,2506446.0,Steven Soderbergh,Julia Roberts,Enrico Colantoni,Blair Underwood,0.0,8000.0,724.0,685.0,11327,134,0.0,8662,172.0,108.0,4.7
1769,Funny Ha Ha ,2002.0,Comedy|Drama,English,USA,,85.0,1.37,,,Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,26.0,26.0,6.0,3.0,40,108,1.0,1894,61.0,43.0,6.4
1770,Gangs of New York ,2002.0,Crime|Drama,English,USA,R,216.0,2.35,100000000.0,77679638.0,Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,17000.0,29000.0,14000.0,1000.0,47657,0,3.0,314033,1166.0,233.0,7.5
1771,Gerry ,2002.0,Adventure|Drama|Mystery,English,USA,R,103.0,2.35,3500000.0,236266.0,Gus Van Sant,Matt Damon,Casey Affleck,,835.0,13000.0,0.0,,13000,0,0.0,15104,290.0,103.0,6.2
1772,Ghost Ship ,2002.0,Horror,English,USA,R,91.0,1.85,35000000.0,30079316.0,Steve Beck,Isaiah Washington,Ron Eldard,Francesca Rettondini,17.0,534.0,385.0,78.0,1083,0,0.0,75920,474.0,156.0,5.5
1773,Half Past Dead ,2002.0,Action|Crime|Thriller,English,Germany,PG-13,98.0,1.85,13000000.0,15361537.0,Don Michael Paul,Claudia Christian,Nia Peeples,Tony Plana,70.0,462.0,444.0,223.0,1855,564,0.0,12263,132.0,58.0,4.6
1774,Halloween: Resurrection ,2002.0,Comedy|Horror|Thriller,English,USA,R,94.0,2.35,15000000.0,30259652.0,Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,28.0,2000.0,864.0,731.0,5440,0,5.0,26905,614.0,151.0,4.1
1775,Harry Potter and the Chamber of Secrets ,2002.0,Adventure|Family|Fantasy|Mystery,English,UK,PG,174.0,2.35,100000000.0,261970615.0,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,0.0,11000.0,10000.0,9000.0,35672,0,1.0,387616,858.0,232.0,7.4
1776,Hart's War ,2002.0,Drama|War,English,USA,R,125.0,2.35,60000000.0,19076815.0,Gregory Hoblit,Bruce Willis,Cole Hauser,Rory Cochrane,40.0,13000.0,787.0,407.0,15916,997,0.0,43651,196.0,112.0,6.3
1777,Hero ,2002.0,Action|Adventure|History,Mandarin,China,PG-13,80.0,2.35,31000000.0,84961.0,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,611.0,5000.0,643.0,576.0,6229,0,4.0,149414,841.0,283.0,7.9
1778,Hero ,2002.0,Action|Adventure|History,Mandarin,China,PG-13,80.0,2.35,31000000.0,84961.0,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,611.0,5000.0,643.0,576.0,6229,0,4.0,149414,841.0,283.0,7.9
1779,Hey Arnold! The Movie ,2002.0,Adventure|Animation|Comedy|Family,English,USA,PG,76.0,1.85,3000000.0,13684949.0,Tuck Tucker,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino,14.0,1000.0,811.0,636.0,3752,227,0.0,4564,43.0,33.0,5.9
1780,High Crimes ,2002.0,Crime|Drama|Mystery|Thriller,English,USA,PG-13,115.0,2.35,42000000.0,41543207.0,Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,73.0,11000.0,3000.0,505.0,15571,893,1.0,30077,175.0,114.0,6.3
1781,Highway ,2002.0,Crime|Drama,English,USA,R,97.0,2.35,14000000.0,,James Cox,Jake Gyllenhaal,M.C. Gainey,Mark Rolston,10.0,15000.0,284.0,171.0,15740,912,3.0,5182,67.0,12.0,6.3
1782,Hollywood Ending ,2002.0,Comedy|Romance,English,USA,PG-13,112.0,1.85,16000000.0,4839383.0,Woody Allen,Woody Allen,Debra Messing,Treat Williams,11000.0,11000.0,650.0,642.0,12766,762,0.0,21613,148.0,109.0,6.6
1783,I Spy ,2002.0,Action|Adventure|Comedy|Thriller,English,USA,PG-13,97.0,1.37,70000000.0,33105600.0,Betty Thomas,Gary Cole,Phill Lewis,Tate Taylor,84.0,989.0,229.0,150.0,1576,531,1.0,41663,141.0,105.0,5.4
1784,Ice Age ,2002.0,Adventure|Animation|Comedy|Family,English,USA,PG,103.0,1.85,59000000.0,176387405.0,Chris Wedge,Goran Visnjic,Stephen Root,Denis Leary,77.0,1000.0,939.0,835.0,5437,3000,0.0,328159,467.0,193.0,7.6
1785,Igby Goes Down ,2002.0,Comedy|Drama,English,USA,R,99.0,2.35,9000000.0,4681503.0,Burr Steers,Kieran Culkin,Rory Culkin,Bill Irwin,23.0,1000.0,710.0,471.0,2478,838,1.0,29058,238.0,136.0,7.0
1786,Insomnia ,2002.0,Drama|Mystery|Thriller,English,USA,R,118.0,2.35,46000000.0,67263182.0,Christopher Nolan,Al Pacino,Maura Tierney,Crystal Lowe,22000.0,14000.0,509.0,319.0,15658,0,0.0,218771,651.0,185.0,7.2
1787,Interview with the Assassin ,2002.0,Drama,English,USA,R,88.0,1.78,750000.0,47329.0,Neil Burger,Raymond J. Barry,Christel Khalil,Renee Faia,168.0,108.0,72.0,21.0,243,163,0.0,1661,31.0,31.0,6.6
1788,Irreversible ,2002.0,Crime|Drama|Mystery|Thriller,French,France,Not Rated,99.0,2.35,,753501.0,Gaspar Noé,Philippe Nahon,Albert Dupontel,Jo Prestia,929.0,56.0,46.0,9.0,118,13000,0.0,87244,664.0,192.0,7.4
1789,Jackass: The Movie ,2002.0,Comedy|Documentary,English,USA,R,87.0,1.85,5000000.0,64267897.0,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,79.0,608.0,362.0,218.0,1770,0,0.0,67992,327.0,106.0,6.6
1790,John Q ,2002.0,Crime|Drama|Thriller,English,USA,PG-13,116.0,1.85,36000000.0,71026631.0,Nick Cassavetes,Denzel Washington,Laura Harring,Anne Heche,415.0,18000.0,669.0,644.0,20970,0,1.0,98899,394.0,129.0,7.0
1791,Jonah: A VeggieTales Movie ,2002.0,Adventure|Animation|Comedy|Drama|Family|Musical,English,USA,G,82.0,1.85,14000000.0,25571351.0,Mike Nawrocki,Phil Vischer,Mike Nawrocki,Shelby Vischer,12.0,23.0,12.0,8.0,49,184,0.0,3135,78.0,38.0,6.6
1792,Juwanna Mann ,2002.0,Comedy|Drama|Romance|Sport,English,USA,PG-13,91.0,1.85,15600000.0,13571817.0,Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,10.0,890.0,578.0,574.0,3104,939,3.0,5312,40.0,32.0,4.5
1793,K-19: The Widowmaker ,2002.0,Drama|History|Thriller|War,English,UK,PG-13,138.0,2.35,100000000.0,35168677.0,Kathryn Bigelow,Liam Neeson,Christian Camargo,Lex Shrapnel,0.0,14000.0,602.0,123.0,15149,0,1.0,49311,278.0,136.0,6.7
1794,Kung Pow: Enter the Fist ,2002.0,Action|Comedy,English,USA,PG-13,81.0,2.35,10000000.0,16033556.0,Steve Oedekerk,Steve Oedekerk,Simon Rhee,Jennifer Tung,176.0,176.0,67.0,39.0,361,0,1.0,37901,518.0,63.0,6.2
1795,L'auberge espagnole ,2002.0,Comedy|Drama,French,France,R,111.0,1.85,5300000.0,3895664.0,Cédric Klapisch,Romain Duris,Cécile De France,Iddo Goldberg,82.0,809.0,447.0,269.0,1858,0,0.0,34383,149.0,88.0,7.3
1796,Life or Something Like It ,2002.0,Comedy|Romance,English,USA,PG-13,103.0,2.35,40000000.0,14448589.0,Stephen Herek,Angelina Jolie Pitt,Stockard Channing,James Gammon,65.0,11000.0,944.0,311.0,12566,835,2.0,19364,128.0,86.0,5.8
1797,Like Mike ,2002.0,Comedy|Family|Fantasy|Sport,English,USA,PG,99.0,1.85,30000000.0,51432423.0,John Schultz,Brenda Song,Robert Forster,Anne Meara,13.0,1000.0,889.0,837.0,3679,1000,7.0,15074,72.0,39.0,5.1
1798,Lilo & Stitch ,2002.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,English,USA,PG,85.0,1.66,80000000.0,145771527.0,Dean DeBlois,Tia Carrere,Jason Scott Lee,David Ogden Stiers,255.0,1000.0,533.0,443.0,3112,0,0.0,117212,367.0,180.0,7.2
1799,Lilya 4-Ever ,2002.0,Crime|Drama,Russian,Sweden,R,109.0,1.85,,181655.0,Lukas Moodysson,Oksana Akinshina,Artyom Bogucharskiy,Lyubov Agapova,187.0,129.0,2.0,0.0,131,0,1.0,35464,206.0,112.0,7.9
1800,Maid in Manhattan ,2002.0,Comedy|Drama|Romance,English,USA,PG-13,105.0,2.35,55000000.0,93815117.0,Wayne Wang,Bob Hoskins,Frances Conroy,Natasha Richardson,61.0,5000.0,827.0,708.0,7184,0,2.0,68417,242.0,114.0,5.1
1801,Manito ,2002.0,Drama|Family,English,USA,,79.0,1.78,24000.0,,Eric Eason,Franky G,Panchito Gómez,Casper Martinez,3.0,93.0,46.0,42.0,243,61,0.0,493,21.0,28.0,7.0
1802,Martin Lawrence Live: Runteldat ,2002.0,Biography|Comedy|Documentary,English,USA,R,113.0,1.85,3000000.0,19184015.0,David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,9.0,71.0,65.0,12.0,159,63,1.0,1466,35.0,24.0,5.4
1803,May ,2002.0,Drama|Horror,English,USA,R,93.0,1.85,500000.0,145540.0,Lucky McKee,James Duval,Will Estes,Nora Zehetner,75.0,701.0,461.0,446.0,2489,0,1.0,26773,277.0,114.0,6.7
1804,Men in Black II ,2002.0,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,English,USA,PG-13,88.0,1.85,140000000.0,190418803.0,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,188.0,10000.0,3000.0,826.0,14823,2000,2.0,270207,606.0,208.0,6.1
1805,Men with Brooms ,2002.0,Comedy|Drama|Romance|Sport,English,Canada,R,102.0,1.85,7500000.0,4239767.0,Paul Gross,Molly Parker,Paul Gross,Kari Matchett,329.0,611.0,329.0,280.0,1834,0,3.0,3709,83.0,9.0,6.0
1806,Minority Report ,2002.0,Action|Mystery|Sci-Fi|Thriller,English,USA,PG-13,145.0,2.35,102000000.0,132014112.0,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,14000.0,10000.0,798.0,533.0,12546,0,0.0,399651,1331.0,252.0,7.7
1807,Mondays in the Sun ,2002.0,Comedy|Drama,Spanish,Spain,R,113.0,1.85,4000000.0,146402.0,Fernando León de Aranoa,Luis Tosar,Enrique Villén,Aida Folch,58.0,331.0,27.0,9.0,387,0,1.0,9913,38.0,64.0,7.7
1808,Moonlight Mile ,2002.0,Drama|Romance,English,USA,PG-13,112.0,2.35,21000000.0,6830957.0,Brad Silberling,Jake Gyllenhaal,Holly Hunter,Bob Clendenin,52.0,15000.0,1000.0,347.0,16692,365,3.0,11983,147.0,111.0,6.7
1809,Morvern Callar ,2002.0,Drama,English,UK,R,97.0,1.85,,267194.0,Lynne Ramsay,Samantha Morton,Bryan Dick,Paul Popplewell,159.0,631.0,104.0,53.0,841,605,0.0,6906,111.0,75.0,6.7
